Headline,Sentiment,Sector
E-commerce earnings report beats all analyst expectations,Neutral,Aerospace & Defense
Government subsidy program gives a lift to the agriculture sector,Positive,Telecommunications
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Aerospace & Defense
Federal Reserve Chairman's speech causes market volatility,Positive,Agriculture
Semiconductor shortages weigh heavily on tech sector profits,Neutral,Pharmaceuticals
Geopolitical ceasefire prompts a broad market recovery,Negative,Automotive
Consumer confidence index reaches a decade high,Negative,Materials
New regulations on cryptocurrencies cause a market dip,Negative,Automotive
Central bank maintains status quo on interest rates,Negative,Real Estate
Massive stock buyback program announced by a consumer goods company,Negative,Finance
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,Construction
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Positive,Industrials
"Global trade talks collapse, causing market turmoil",Neutral,Utilities
Financial services stocks rally on strong profit margins,Negative,Finance
Consumer Discretionary stocks outperform as spending increases,Negative,Utilities
Financial sector bracing for new capital requirements,Negative,Healthcare
New IPO for a popular software firm is oversubscribed,Neutral,Aerospace & Defense
New housing data release shows a slowdown in market activity,Neutral,Automotive
Geopolitical ceasefire prompts a broad market recovery,Negative,Utilities
Major oil spill sends energy stocks plummeting,,Utilities
Banking stocks dip after a major scandal is revealed,Neutral,Telecommunications
New regulations on cryptocurrencies cause a market dip,Neutral,Automotive
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Negative,Utilities
,Negative,Utilities
Dow Jones plunges as market fears recession,Neutral,Agriculture
Crude oil prices drop to a multi-year low,Positive,Transportation
ASX 200 gains on strong export performance,Positive,Utilities
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Positive,Real Estate
UK's FTSE 100 sees a boost from favorable trade data,Negative,Construction
Major oil spill sends energy stocks plummeting,Negative,Consumer Goods
Utilities sector remains stable during market fluctuations,Positive,Retail
Automotive industry faces headwinds from rising material costs,Negative,Telecommunications
Merger talks between two banks fall through,,Materials
New housing data release shows a slowdown in market activity,Negative,Consumer Goods
Financial services stocks rally on strong profit margins,Neutral,Pharmaceuticals
Media and Entertainment companies report a surge in streaming revenue,Positive,Aerospace & Defense
Media and Entertainment companies report a surge in streaming revenue,Neutral,Automotive
Record-high inflation data rattles investors,Neutral,Construction
A massive data breach sends a tech company's stock tumbling,Neutral,Utilities
Automotive industry faces headwinds from rising material costs,Positive,Transportation
A massive data breach sends a tech company's stock tumbling,Neutral,Industrials
Geopolitical ceasefire prompts a broad market recovery,Positive,Retail
Merger talks between two banks fall through,Positive,Technology
Financial sector bracing for new capital requirements,Positive,Automotive
Media and Entertainment companies report a surge in streaming revenue,Negative,Consumer Goods
New IPO for a popular software firm is oversubscribed,Negative,Automotive
Massive stock buyback program announced by a consumer goods company,Negative,Pharmaceuticals
Retail sales report surpasses all forecasts,Positive,Energy
Nikkei 225 index benefits from a weaker yen,,Construction
Nikkei 225 index benefits from a weaker yen,Negative,Telecommunications
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Neutral,Media & Entertainment
Quarterly report shows surprising losses for retail giants,Positive,Energy
Gold prices surge as investors flee riskier assets,Neutral,Automotive
Nikkei 225 index benefits from a weaker yen,Neutral,Aerospace & Defense
Government spending bill is expected to stimulate the economy,Negative,Real Estate
Federal Reserve Chairman's speech causes market volatility,Positive,Media & Entertainment
Mining company stock surges on commodity price boom,Neutral,Consumer Goods
Dow Jones plunges as market fears recession,Neutral,Industrials
UK's FTSE 100 sees a boost from favorable trade data,,Pharmaceuticals
New IPO for a popular software firm is oversubscribed,Negative,Real Estate
Consumer Discretionary stocks outperform as spending increases,,Aerospace & Defense
Central Bank Governor signals potential shift in policy,Negative,Aerospace & Defense
Geopolitical ceasefire prompts a broad market recovery,Positive,Aerospace & Defense
Retail sales report surpasses all forecasts,Neutral,Transportation
Aerospace and Defense sector sees rally amid geopolitical tensions,Neutral,Retail
New IPO for a popular software firm is oversubscribed,Negative,Finance
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Positive,Automotive
,Positive,Technology
Bond yields tumble as investors seek safe havens,Neutral,Utilities
Record-high inflation data rattles investors,Neutral,Materials
E-commerce earnings report beats all analyst expectations,Negative,Retail
Central bank maintains status quo on interest rates,Neutral,Media & Entertainment
Record-high inflation data rattles investors,Neutral,Retail
Nikkei 225 index benefits from a weaker yen,Neutral,Media & Entertainment
China's Shanghai Composite falls after new trade restrictions,Positive,Aerospace & Defense
Bond yields tumble as investors seek safe havens,,Real Estate
China's Shanghai Composite falls after new trade restrictions,Negative,Retail
New IPO for a popular software firm is oversubscribed,Positive,Energy
Real Estate sector shows signs of overheating as interest rates fall,Positive,Industrials
Central Bank Governor signals potential shift in policy,,Construction
Record-high inflation data rattles investors,Positive,Real Estate
"Global trade talks collapse, causing market turmoil",Neutral,Agriculture
UK's FTSE 100 sees a boost from favorable trade data,Neutral,Consumer Goods
Consumer confidence index reaches a decade high,Positive,Pharmaceuticals
Crude oil prices drop to a multi-year low,Negative,Healthcare
Automotive industry faces headwinds from rising material costs,Neutral,Media & Entertainment
Automotive industry faces headwinds from rising material costs,Negative,Utilities
Merger talks between two banks fall through,Negative,Industrials
Major oil spill sends energy stocks plummeting,Neutral,Media & Entertainment
A massive data breach sends a tech company's stock tumbling,,Utilities
Mining company stock surges on commodity price boom,Negative,Pharmaceuticals
Bond yields tumble as investors seek safe havens,Neutral,Energy
Supply chain issues impact manufacturing sector earnings,Neutral,Telecommunications
Record-high inflation data rattles investors,Negative,Finance
Consumer Discretionary stocks outperform as spending increases,,Pharmaceuticals
Automotive industry faces headwinds from rising material costs,Negative,Industrials
Supply chain issues impact manufacturing sector earnings,Negative,Industrials
Crude oil prices drop to a multi-year low,Positive,Aerospace & Defense
Media and Entertainment companies report a surge in streaming revenue,Negative,Aerospace & Defense
New housing data release shows a slowdown in market activity,Negative,Aerospace & Defense
Pharmaceutical company's drug approval drives stock upward,Positive,Materials
UK's FTSE 100 sees a boost from favorable trade data,Negative,Technology
Federal Reserve Chairman's speech causes market volatility,Neutral,Utilities
Tech Giant's New Product Launch Sparks Sector-Wide Gains,Neutral,Construction
Federal Reserve Chairman's speech causes market volatility,Neutral,Energy
Government spending bill is expected to stimulate the economy,Negative,Pharmaceuticals
Gold prices surge as investors flee riskier assets,Negative,Materials
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Negative,Construction
Pharmaceutical company's drug approval drives stock upward,Negative,Utilities
Market sentiment turns positive on vaccine trial results,Neutral,Real Estate
Major technology firm acquires a smaller rival in a multi-billion dollar deal,Negative,Utilities
